"type","code","message","context","selector"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(3)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(4)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(5)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(6)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(7)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(8)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(9)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#home-notification > div:nth-child(15) > div > div:nth-child(10) > div > ul > li:nth-child(10)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li class=\"slick-active\" role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(1)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(3)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(4)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(5)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(6)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(7)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(8)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(9)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(10)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(11)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Upper-Carousel > ul > li:nth-child(12)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li class=\"slick-active\" role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(1)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(3)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(4)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(5)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(6)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(7)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.F92,ARIA4","This element's role is \"presentation\" but contains child elements with semantic meaning.","<li role=\"presentation\"><button type=\"button\" id=\"slick...</li>","#rm-prodgroup-viewHome-Carousel > ul > li:nth-child(8)"
